"gene_id","gene_name","gene_type"
"ENSG00000144848.12","ATG3","protein_coding"
"ENSG00000138459.10","SLC35A5","protein_coding"
"ENSG00000091986.17","CCDC80","protein_coding"
"ENSG00000206531.12","CD200R1L","protein_coding"
"ENSG00000163606.11","CD200R1","protein_coding"
"ENSG00000163607.19","GTPBP8","protein_coding"
"ENSG00000163608.16","NEPRO","protein_coding"
"ENSG00000144857.16","BOC","protein_coding"
"ENSG00000206530.11","CFAP44","protein_coding"
"ENSG00000285943.1","SPICE1-CFAP44","protein_coding"
"ENSG00000163611.12","SPICE1","protein_coding"
"ENSG00000072858.13","SIDT1","protein_coding"
"ENSG00000176542.10","USF3","protein_coding"
"ENSG00000121579.15","NAA50","protein_coding"
"ENSG00000114573.13","ATP6V1A","protein_coding"
"ENSG00000178075.21","GRAMD1C","protein_coding"
"ENSG00000184307.18","ZDHHC23","protein_coding"
"ENSG00000163617.12","CCDC191","protein_coding"
"ENSG00000151576.11","QTRT2","protein_coding"
"ENSG00000151577.14","DRD3","protein_coding"
"ENSG00000174255.8","ZNF80","protein_coding"
"ENSG00000181847.13","TIGIT","protein_coding"
"ENSG00000181722.19","ZBTB20","protein_coding"
"ENSG00000172020.14","GAP43","protein_coding"
"ENSG00000185565.14","LSAMP","protein_coding"
"ENSG00000239268.6","LINC03051","protein_coding"
"ENSG00000144847.14","IGSF11","protein_coding"
"ENSG00000163424.9","TEX55","protein_coding"
"ENSG00000251012.2","ENSG00000251012","protein_coding"
"ENSG00000114638.9","UPK1B","protein_coding"
"ENSG00000121578.14","B4GALT4","protein_coding"
"ENSG00000031081.12","ARHGAP31","protein_coding"
"ENSG00000176142.14","TMEM39A","protein_coding"
"ENSG00000163389.13","POGLUT1","protein_coding"
"ENSG00000113845.11","TIMMDC1","protein_coding"
"ENSG00000121594.13","CD80","protein_coding"
"ENSG00000144843.13","ADPRH","protein_coding"
"ENSG00000144837.10","PLA1A","protein_coding"
"ENSG00000121577.15","POPDC2","protein_coding"
"ENSG00000138495.8","COX17","protein_coding"
"ENSG00000183833.17","CFAP91","protein_coding"
"ENSG00000285585.1","ENSG00000285585","protein_coding"
"ENSG00000144852.20","NR1I2","protein_coding"
"ENSG00000082701.18","GSK3B","protein_coding"
"ENSG00000175697.12","GPR156","protein_coding"
"ENSG00000163428.5","LRRC58","protein_coding"
"ENSG00000163430.14","FSTL1","protein_coding"
"ENSG00000065518.9","NDUFB4","protein_coding"
"ENSG00000113924.13","HGD","protein_coding"
"ENSG00000144840.11","RABL3","protein_coding"
"ENSG00000153767.11","GTF2E1","protein_coding"
"ENSG00000145087.15","STXBP5L","protein_coding"
"ENSG00000051341.16","POLQ","protein_coding"
"ENSG00000186103.5","ARGFX","protein_coding"
"ENSG00000163833.9","FBXO40","protein_coding"
"ENSG00000180353.12","HCLS1","protein_coding"
"ENSG00000173230.18","GOLGB1","protein_coding"
"ENSG00000173226.18","IQCB1","protein_coding"
"ENSG00000145088.10","EAF2","protein_coding"
"ENSG00000163406.12","SLC15A2","protein_coding"
"ENSG00000145103.16","ILDR1","protein_coding"
"ENSG00000114013.16","CD86","protein_coding"
"ENSG00000036828.18","CASR","protein_coding"
"ENSG00000121552.4","CSTA","protein_coding"
"ENSG00000160124.10","MIX23","protein_coding"
"ENSG00000114023.16","FAM162A","protein_coding"
"ENSG00000196981.5","WDR5B","protein_coding"
"ENSG00000114030.14","KPNA1","protein_coding"
"ENSG00000138496.18","PARP9","protein_coding"
"ENSG00000163840.10","DTX3L","protein_coding"
"ENSG00000173200.14","PARP15","protein_coding"
"ENSG00000173193.16","PARP14","protein_coding"
"ENSG00000169087.12","HSPBAP1","protein_coding"
"ENSG00000138463.10","SLC49A4","protein_coding"
"ENSG00000082684.17","SEMA5B","protein_coding"
"ENSG00000065485.21","PDIA5","protein_coding"
"ENSG00000121542.13","SEC22A","protein_coding"
"ENSG00000173175.17","ADCY5","protein_coding"
"ENSG00000206527.11","HACD2","protein_coding"
"ENSG00000065534.21","MYLK","protein_coding"
"ENSG00000175455.17","CCDC14","protein_coding"
"ENSG00000065371.18","ROPN1","protein_coding"
"ENSG00000160145.16","KALRN","protein_coding"
"ENSG00000114491.15","UMPS","protein_coding"
"ENSG00000082781.13","ITGB5","protein_coding"
"ENSG00000173702.8","MUC13","protein_coding"
"ENSG00000173706.15","HEG1","protein_coding"
"ENSG00000221955.12","SLC12A8","protein_coding"
"ENSG00000163848.22","ZNF148","protein_coding"
"ENSG00000114520.12","SNX4","protein_coding"
"ENSG00000144909.9","OSBPL11","protein_coding"
"ENSG00000114547.10","ROPN1B","protein_coding"
"ENSG00000114544.18","SLC41A3","protein_coding"
"ENSG00000144908.15","ALDH1L1","protein_coding"
"ENSG00000163884.5","KLF15","protein_coding"
"ENSG00000163885.13","CFAP100","protein_coding"
"ENSG00000070476.16","ZXDC","protein_coding"
"ENSG00000159650.10","UROC1","protein_coding"
"ENSG00000180767.11","CHST13","protein_coding"
"ENSG00000180697.9","C3orf22","protein_coding"
"ENSG00000197763.20","TXNRD3","protein_coding"
"ENSG00000159685.12","CHCHD6","protein_coding"
"ENSG00000114554.12","PLXNA1","protein_coding"
"ENSG00000214324.5","PRR23E","protein_coding"
"ENSG00000239620.3","PRR20G","protein_coding"
"ENSG00000163870.17","TPRA1","protein_coding"
"ENSG00000073111.16","MCM2","protein_coding"
"ENSG00000114631.12","PODXL2","protein_coding"
"ENSG00000114626.19","ABTB1","protein_coding"
"ENSG00000074416.17","MGLL","protein_coding"
"ENSG00000187715.14","KBTBD12","protein_coding"
"ENSG00000058262.12","SEC61A1","protein_coding"
"ENSG00000175792.13","RUVBL1","protein_coding"
"ENSG00000132394.12","EEFSEC","protein_coding"
"ENSG00000179407.4","DNAJB8","protein_coding"
"ENSG00000179348.14","GATA2","protein_coding"
"ENSG00000163902.13","RPN1","protein_coding"
"ENSG00000075785.15","RAB7A","protein_coding"
"ENSG00000177646.21","ACAD9","protein_coding"
"ENSG00000114656.13","CFAP92","protein_coding"
"ENSG00000114654.9","EFCC1","protein_coding"
"ENSG00000169704.6","GP9","protein_coding"
"ENSG00000172780.18","RAB43","protein_coding"
"ENSG00000261796.1","ISY1-RAB43","protein_coding"
"ENSG00000240682.11","ISY1","protein_coding"
"ENSG00000169714.18","CNBP","protein_coding"
"ENSG00000181789.15","COPG1","protein_coding"
"ENSG00000183624.15","HMCES","protein_coding"
"ENSG00000184897.7","H1-10","protein_coding"
"ENSG00000172771.13","EFCAB12","protein_coding"
"ENSG00000163913.15","IFT122","protein_coding"
"ENSG00000129071.11","MBD4","protein_coding"
"ENSG00000163914.5","RHO","protein_coding"
"ENSG00000178804.8","H1-8","protein_coding"
"ENSG00000004399.14","PLXND1","protein_coding"
"ENSG00000172765.20","TMCC1","protein_coding"
"ENSG00000170893.4","TRH","protein_coding"
"ENSG00000251287.9","ALG1L2","protein_coding"
"ENSG00000172752.16","COL6A5","protein_coding"
"ENSG00000206384.11","COL6A6","protein_coding"
"ENSG00000196455.9","PIK3R4","protein_coding"
"ENSG00000017260.21","ATP2C1","protein_coding"
"ENSG00000034533.13","ASTE1","protein_coding"
"ENSG00000114670.15","NEK11","protein_coding"
"ENSG00000198585.12","NUDT16","protein_coding"
"ENSG00000114686.10","MRPL3","protein_coding"
"ENSG00000196353.14","CPNE4","protein_coding"
"ENSG00000014257.17","ACP3","protein_coding"
"ENSG00000138246.17","DNAJC13","protein_coding"
"ENSG00000240303.9","ACAD11","protein_coding"
"ENSG00000274810.4","NPHP3-ACAD11","protein_coding"
"ENSG00000129048.8","ACKR4","protein_coding"
"ENSG00000081307.16","UBA5","protein_coding"
"ENSG00000113971.22","NPHP3","protein_coding"
"ENSG00000144868.15","TMEM108","protein_coding"
"ENSG00000170819.5","BFSP2","protein_coding"
"ENSG00000091527.18","CDV3","protein_coding"
"ENSG00000163781.15","TOPBP1","protein_coding"
"ENSG00000091513.17","TF","protein_coding"
"ENSG00000144867.14","SRPRB","protein_coding"
"ENSG00000154917.12","RAB6B","protein_coding"
"ENSG00000174640.16","SLCO2A1","protein_coding"
"ENSG00000163785.15","RYK","protein_coding"
"ENSG00000114019.16","AMOTL2","protein_coding"
"ENSG00000129055.14","ANAPC13","protein_coding"
"ENSG00000182923.21","CEP63","protein_coding"
"ENSG00000174611.13","KY","protein_coding"
"ENSG00000154928.20","EPHB1","protein_coding"
"ENSG00000073711.12","PPP2R3A","protein_coding"
"ENSG00000174579.5","MSL2","protein_coding"
"ENSG00000114054.15","PCCB","protein_coding"
"ENSG00000118007.14","STAG1","protein_coding"
"ENSG00000168917.10","SLC35G2","protein_coding"
"ENSG00000158092.8","NCK1","protein_coding"
"ENSG00000174564.14","IL20RB","protein_coding"
"ENSG00000168875.3","SOX14","protein_coding"
"ENSG00000066405.14","CLDN18","protein_coding"
"ENSG00000158163.16","DZIP1L","protein_coding"
"ENSG00000118017.5","A4GNT","protein_coding"
"ENSG00000138231.14","DBR1","protein_coding"
"ENSG00000114098.19","ARMC8","protein_coding"
"ENSG00000181322.16","NME9","protein_coding"
"ENSG00000158186.14","MRAS","protein_coding"
"ENSG00000158220.15","ESYT3","protein_coding"
"ENSG00000114107.10","CEP70","protein_coding"
"ENSG00000158234.14","FAIM","protein_coding"
"ENSG00000051382.11","PIK3CB","protein_coding"
"ENSG00000183770.7","FOXL2","protein_coding"
"ENSG00000206262.10","FOXL2NB","protein_coding"
"ENSG00000206260.4","PRR23A","protein_coding"
"ENSG00000175110.15","MRPS22","protein_coding"
"ENSG00000184814.5","PRR23B","protein_coding"
"ENSG00000233701.3","PRR23C","protein_coding"
"ENSG00000184432.12","COPB2","protein_coding"
"ENSG00000114113.7","RBP2","protein_coding"
"ENSG00000114115.12","RBP1","protein_coding"
"ENSG00000163864.19","NMNAT3","protein_coding"
"ENSG00000158258.16","CLSTN2","protein_coding"
"ENSG00000155890.4","TRIM42","protein_coding"
"ENSG00000114120.15","SLC25A36","protein_coding"
"ENSG00000175093.6","SPSB4","protein_coding"
"ENSG00000155893.14","PXYLP1","protein_coding"
"ENSG00000177311.13","ZBTB38","protein_coding"
"ENSG00000155903.15","RASA2","protein_coding"
"ENSG00000114125.14","RNF7","protein_coding"
"ENSG00000285558.1","ENSG00000285558","protein_coding"
"ENSG00000114124.3","GRK7","protein_coding"
"ENSG00000069849.12","ATP1B3","protein_coding"
"ENSG00000114126.19","TFDP2","protein_coding"
"ENSG00000175066.16","GK5","protein_coding"
"ENSG00000114127.12","XRN1","protein_coding"
"ENSG00000175054.17","ATR","protein_coding"
"ENSG00000120756.14","PLS1","protein_coding"
"ENSG00000144935.17","TRPC1","protein_coding"
"ENSG00000163710.10","PCOLCE2","protein_coding"
"ENSG00000188582.11","PAQR9","protein_coding"
"ENSG00000163714.19","U2SURP","protein_coding"
"ENSG00000175040.6","CHST2","protein_coding"
"ENSG00000181804.16","SLC9A9","protein_coding"
"ENSG00000181744.9","DIPK2A","protein_coding"
"ENSG00000152952.15","PLOD2","protein_coding"
"ENSG00000114698.16","PLSCR4","protein_coding"
"ENSG00000163746.14","PLSCR2","protein_coding"
"ENSG00000188313.14","PLSCR1","protein_coding"
"ENSG00000231213.7","PLSCR5","protein_coding"
"ENSG00000174963.18","ZIC4","protein_coding"
"ENSG00000152977.10","ZIC1","protein_coding"
"ENSG00000144891.20","AGTR1","protein_coding"
"ENSG00000153002.13","CPB1","protein_coding"
"ENSG00000163751.5","CPA3","protein_coding"
"ENSG00000163754.19","GYG1","protein_coding"
"ENSG00000071794.17","HLTF","protein_coding"
"ENSG00000163755.10","HPS3","protein_coding"
"ENSG00000047457.15","CP","protein_coding"
"ENSG00000163762.8","TM4SF18","protein_coding"
"ENSG00000169908.13","TM4SF1","protein_coding"
"ENSG00000169903.8","TM4SF4","protein_coding"
"ENSG00000018408.16","WWTR1","protein_coding"
"ENSG00000114744.10","COMMD2","protein_coding"
"ENSG00000206199.11","ANKUB1","protein_coding"
"ENSG00000082996.21","RNF13","protein_coding"
"ENSG00000070087.16","PFN2","protein_coding"
"ENSG00000196428.14","TSC22D2","protein_coding"
"ENSG00000120742.12","SERP1","protein_coding"
"ENSG00000144895.13","EIF2A","protein_coding"
"ENSG00000198843.14","SELENOT","protein_coding"
"ENSG00000163645.15","ERICH6","protein_coding"
"ENSG00000181788.5","SIAH2","protein_coding"
"ENSG00000214237.11","MINDY4B","protein_coding"
"ENSG00000260234.5","ENSG00000260234","protein_coding"
"ENSG00000163646.12","CLRN1","protein_coding"
"ENSG00000144893.14","MED12L","protein_coding"
"ENSG00000174946.7","GPR171","protein_coding"
"ENSG00000174944.10","P2RY14","protein_coding"
"ENSG00000138271.6","GPR87","protein_coding"
"ENSG00000181631.7","P2RY13","protein_coding"
"ENSG00000169313.11","P2RY12","protein_coding"
"ENSG00000152580.10","IGSF10","protein_coding"
"ENSG00000197953.6","AADACL2","protein_coding"
"ENSG00000114771.15","AADAC","protein_coding"
"ENSG00000198829.7","SUCNR1","protein_coding"
"ENSG00000152601.19","MBNL1","protein_coding"
"ENSG00000169860.7","P2RY1","protein_coding"
"ENSG00000181467.5","RAP2B","protein_coding"
"ENSG00000114790.14","ARHGEF26","protein_coding"
"ENSG00000174953.15","DHX36","protein_coding"
"ENSG00000174948.6","GPR149","protein_coding"
"ENSG00000196549.14","MME","protein_coding"
"ENSG00000240045.2","STRIT1","protein_coding"
"ENSG00000114805.19","PLCH1","protein_coding"
"ENSG00000174928.17","C3orf33","protein_coding"
"ENSG00000284952.1","ENSG00000284952","protein_coding"
"ENSG00000169359.17","SLC33A1","protein_coding"
"ENSG00000163655.17","GMPS","protein_coding"
"ENSG00000169282.19","KCNAB1","protein_coding"
"ENSG00000114850.8","SSR3","protein_coding"
"ENSG00000163659.14","TIPARP","protein_coding"
"ENSG00000197980.14","LEKR1","protein_coding"
"ENSG00000163660.13","CCNL1","protein_coding"
"ENSG00000197415.13","VEPH1","protein_coding"
"ENSG00000163661.5","PTX3","protein_coding"
"ENSG00000168779.21","SHOX2","protein_coding"
"ENSG00000174891.15","RSRC1","protein_coding"
"ENSG00000178053.21","MLF1","protein_coding"
"ENSG00000168827.16","GFM1","protein_coding"
"ENSG00000079257.8","LXN","protein_coding"
"ENSG00000118849.11","RARRES1","protein_coding"
"ENSG00000118855.22","MFSD1","protein_coding"
"ENSG00000283154.4","IQCJ-SCHIP1","protein_coding"
"ENSG00000214216.11","IQCJ","protein_coding"
"ENSG00000151967.19","SCHIP1","protein_coding"
"ENSG00000168811.8","IL12A","protein_coding"
"ENSG00000180044.6","C3orf80","protein_coding"
"ENSG00000248710.1","TRIM59-IFT80","protein_coding"
"ENSG00000068885.16","IFT80","protein_coding"
"ENSG00000113810.17","SMC4","protein_coding"
"ENSG00000213186.9","TRIM59","protein_coding"
"ENSG00000186432.11","KPNA4","protein_coding"
"ENSG00000179674.4","ARL14","protein_coding"
"ENSG00000163590.14","PPM1L","protein_coding"
"ENSG00000169255.16","B3GALNT1","protein_coding"
"ENSG00000169251.14","NMD3","protein_coding"
"ENSG00000196542.10","SPTSSB","protein_coding"
"ENSG00000182447.4","OTOL1","protein_coding"
"ENSG00000090402.8","SI","protein_coding"
"ENSG00000121871.5","SLITRK3","protein_coding"
"ENSG00000114200.11","BCHE","protein_coding"
"ENSG00000169064.14","ZBBX","protein_coding"
"ENSG00000114204.16","SERPINI2","protein_coding"
"ENSG00000174776.13","WDR49","protein_coding"
"ENSG00000114209.16","PDCD10","protein_coding"
"ENSG00000163536.14","SERPINI1","protein_coding"
"ENSG00000173905.10","GOLIM4","protein_coding"
"ENSG00000085276.19","MECOM","protein_coding"
"ENSG00000184378.4","ACTRT3","protein_coding"
"ENSG00000085274.17","MYNN","protein_coding"
"ENSG00000171757.18","LRRC34","protein_coding"
"ENSG00000188306.7","LRRIQ4","protein_coding"
"ENSG00000114248.11","LRRC31","protein_coding"
"ENSG00000187033.9","SAMD7","protein_coding"
"ENSG00000008952.18","SEC62","protein_coding"
"ENSG00000173890.18","GPR160","protein_coding"
"ENSG00000173889.17","PHC3","protein_coding"
"ENSG00000163558.14","PRKCI","protein_coding"
"ENSG00000136603.16","SKIL","protein_coding"
"ENSG00000013297.13","CLDN11","protein_coding"
"ENSG00000285218.1","ENSG00000285218","protein_coding"
"ENSG00000013293.6","SLC7A14","protein_coding"
"ENSG00000163584.19","RPL22L1","protein_coding"
"ENSG00000163577.9","EIF5A2","protein_coding"
"ENSG00000163581.15","SLC2A2","protein_coding"
"ENSG00000154310.18","TNIK","protein_coding"
"ENSG00000075651.18","PLD1","protein_coding"
"ENSG00000186329.10","TMEM212","protein_coding"
"ENSG00000075420.14","FNDC3B","protein_coding"
"ENSG00000121853.4","GHSR","protein_coding"
"ENSG00000121858.12","TNFSF10","protein_coding"
"ENSG00000144959.12","NCEH1","protein_coding"
"ENSG00000114346.15","ECT2","protein_coding"
"ENSG00000144962.7","SPATA16","protein_coding"
"ENSG00000169760.18","NLGN1","protein_coding"
"ENSG00000177694.16","NAALADL2","protein_coding"
"ENSG00000177565.20","TBL1XR1","protein_coding"
"ENSG00000197584.14","KCNMB2","protein_coding"
"ENSG00000275163.1","ENSG00000275163","protein_coding"
"ENSG00000172667.12","ZMAT3","protein_coding"
"ENSG00000121879.7","PIK3CA","protein_coding"
"ENSG00000171121.17","KCNMB3","protein_coding"
"ENSG00000121864.11","ZNF639","protein_coding"
"ENSG00000171109.20","MFN1","protein_coding"
"ENSG00000114450.12","GNB4","protein_coding"
"ENSG00000136518.18","ACTL6A","protein_coding"
"ENSG00000136522.15","MRPL47","protein_coding"
"ENSG00000136521.14","NDUFB5","protein_coding"
"ENSG00000288698.1","ENSG00000288698","protein_coding"
"ENSG00000058056.11","USP13","protein_coding"
"ENSG00000114757.19","PEX5L","protein_coding"
"ENSG00000163728.12","TTC14","protein_coding"
"ENSG00000284862.4","CCDC39","protein_coding"
"ENSG00000114416.20","FXR1","protein_coding"
"ENSG00000205981.10","DNAJC19","protein_coding"
"ENSG00000181449.4","SOX2","protein_coding"
"ENSG00000058063.18","ATP11B","protein_coding"
"ENSG00000043093.16","DCUN1D1","protein_coding"
"ENSG00000078070.15","MCCC1","protein_coding"
"ENSG00000078081.9","LAMP3","protein_coding"
"ENSG00000053524.13","MCF2L2","protein_coding"
"ENSG00000176597.13","B3GNT5","protein_coding"
"ENSG00000172578.12","KLHL6","protein_coding"
"ENSG00000114796.17","KLHL24","protein_coding"
"ENSG00000163872.17","YEATS2","protein_coding"
"ENSG00000283765.1","ENSG00000283765","protein_coding"
"ENSG00000180834.9","MAP6D1","protein_coding"
"ENSG00000175193.15","PARL","protein_coding"
"ENSG00000114770.18","ABCC5","protein_coding"
"ENSG00000186090.11","HTR3D","protein_coding"
"ENSG00000178084.2","HTR3C","protein_coding"
"ENSG00000186038.9","HTR3E","protein_coding"
"ENSG00000145191.16","EIF2B5","protein_coding"
"ENSG00000161202.21","DVL3","protein_coding"
"ENSG00000161203.15","AP2M1","protein_coding"
"ENSG00000161204.13","ABCF3","protein_coding"
"ENSG00000145198.16","VWA5B2","protein_coding"
"ENSG00000214160.11","ALG3","protein_coding"
"ENSG00000284753.3","EEF1AKMT4","protein_coding"
"ENSG00000284917.1","EEF1AKMT4-ECE2","protein_coding"
"ENSG00000163888.4","CAMK2N2","protein_coding"
"ENSG00000145194.20","ECE2","protein_coding"
"ENSG00000175166.18","PSMD2","protein_coding"
"ENSG00000114867.23","EIF4G1","protein_coding"
"ENSG00000175182.16","FAM131A","protein_coding"
"ENSG00000114859.17","CLCN2","protein_coding"
"ENSG00000163882.11","POLR2H","protein_coding"
"ENSG00000090534.21","THPO","protein_coding"
"ENSG00000090539.17","CHRD","protein_coding"
"ENSG00000182580.4","EPHB3","protein_coding"
"ENSG00000177383.5","MAGEF1","protein_coding"
"ENSG00000156931.18","VPS8","protein_coding"
"ENSG00000187068.3","C3orf70","protein_coding"
"ENSG00000113790.12","EHHADH","protein_coding"
"ENSG00000073803.15","MAP3K13","protein_coding"
"ENSG00000163900.12","TMEM41A","protein_coding"
"ENSG00000163898.11","LIPH","protein_coding"
"ENSG00000163904.14","SENP2","protein_coding"
"ENSG00000073792.17","IGF2BP2","protein_coding"
"ENSG00000136527.20","TRA2B","protein_coding"
"ENSG00000244405.9","ETV5","protein_coding"
"ENSG00000058866.16","DGKG","protein_coding"
"ENSG00000213139.8","CRYGS","protein_coding"
"ENSG00000113838.14","TBCCD1","protein_coding"
"ENSG00000090520.13","DNAJB11","protein_coding"
"ENSG00000283149.1","ENSG00000283149","protein_coding"
"ENSG00000145192.14","AHSG","protein_coding"
"ENSG00000090512.13","FETUB","protein_coding"
"ENSG00000113905.6","HRG","protein_coding"
"ENSG00000113889.15","KNG1","protein_coding"
"ENSG00000156976.18","EIF4A2","protein_coding"
"ENSG00000163918.13","RFC4","protein_coding"
"ENSG00000181092.11","ADIPOQ","protein_coding"
"ENSG00000073849.17","ST6GAL1","protein_coding"
"ENSG00000163923.11","RPL39L","protein_coding"
"ENSG00000175077.6","RTP1","protein_coding"
"ENSG00000127241.19","MASP1","protein_coding"
"ENSG00000136514.3","RTP4","protein_coding"
"ENSG00000157005.4","SST","protein_coding"
"ENSG00000198471.2","RTP2","protein_coding"
"ENSG00000113916.18","BCL6","protein_coding"
"ENSG00000145012.16","LPP","protein_coding"
"ENSG00000188001.11","TPRG1","protein_coding"
"ENSG00000073282.14","TP63","protein_coding"
"ENSG00000090530.11","P3H2","protein_coding"
"ENSG00000163347.6","CLDN1","protein_coding"
"ENSG00000113946.5","CLDN16","protein_coding"
"ENSG00000198398.3","TMEM207","protein_coding"
"ENSG00000196083.12","IL1RAP","protein_coding"
"ENSG00000205835.9","GMNC","protein_coding"
"ENSG00000188729.7","OSTN","protein_coding"
"ENSG00000188958.11","UTS2B","protein_coding"
"ENSG00000152492.16","CCDC50","protein_coding"
"ENSG00000253548.1","PYDC2","protein_coding"
"ENSG00000114279.15","FGF12","protein_coding"
"ENSG00000180611.7","MB21D2","protein_coding"
"ENSG00000127252.8","PLAAT1","protein_coding"
"ENSG00000187527.12","ATP13A5","protein_coding"
"ENSG00000127249.16","ATP13A4","protein_coding"
"ENSG00000198836.12","OPA1","protein_coding"
"ENSG00000114315.5","HES1","protein_coding"
"ENSG00000178772.8","CPN2","protein_coding"
"ENSG00000172061.9","LRRC15","protein_coding"
"ENSG00000178732.6","GP5","protein_coding"
"ENSG00000133657.18","ATP13A3","protein_coding"
"ENSG00000145014.19","TMEM44","protein_coding"
"ENSG00000041802.12","LSG1","protein_coding"
"ENSG00000185112.6","FAM43A","protein_coding"
"ENSG00000173950.16","XXYLT1","protein_coding"
"ENSG00000114331.17","ACAP2","protein_coding"
"ENSG00000184203.9","PPP1R2","protein_coding"
"ENSG00000189058.10","APOD","protein_coding"
"ENSG00000176945.19","MUC20","protein_coding"
"ENSG00000145113.22","MUC4","protein_coding"
"ENSG00000061938.22","TNK2","protein_coding"
"ENSG00000289747.1","ENSG00000289747","protein_coding"
"ENSG00000072274.15","TFRC","protein_coding"
"ENSG00000163958.14","ZDHHC19","protein_coding"
"ENSG00000163959.11","SLC51A","protein_coding"
"ENSG00000161217.13","PCYT1A","protein_coding"
"ENSG00000272741.1","ENSG00000272741","protein_coding"
"ENSG00000213123.12","DYNLT2B","protein_coding"
"ENSG00000273331.1","TM4SF19-DYNLT2B","protein_coding"
"ENSG00000145107.16","TM4SF19","protein_coding"
"ENSG00000163960.14","UBXN7","protein_coding"
"ENSG00000163961.4","RNF168","protein_coding"
"ENSG00000214097.6","SMCO1","protein_coding"
"ENSG00000185798.9","WDR53","protein_coding"
"ENSG00000174013.8","FBXO45","protein_coding"
"ENSG00000174004.7","NRROS","protein_coding"
"ENSG00000163964.18","PIGX","protein_coding"
"ENSG00000174007.10","CEP19","protein_coding"
"ENSG00000180370.11","PAK2","protein_coding"
"ENSG00000119231.12","SENP5","protein_coding"
"ENSG00000114503.11","NCBP2","protein_coding"
"ENSG00000270170.2","NCBP2AS2","protein_coding"
"ENSG00000119227.9","PIGZ","protein_coding"
"ENSG00000163975.15","MELTF","protein_coding"
"ENSG00000075711.22","DLG1","protein_coding"
"ENSG00000161267.13","BDH1","protein_coding"
"ENSG00000145016.18","RUBCN","protein_coding"
"ENSG00000122068.14","FYTTD1","protein_coding"
"ENSG00000186001.15","LRCH3","protein_coding"
"ENSG00000114473.15","IQCG","protein_coding"
"ENSG00000182899.18","RPL35A","protein_coding"
"ENSG00000185621.12","LMLN","protein_coding"
"ENSG00000272602.6","ZNF595","protein_coding"
"ENSG00000250312.8","ZNF718","protein_coding"
"ENSG00000186777.13","ZNF732","protein_coding"
"ENSG00000131127.15","ZNF141","protein_coding"
"ENSG00000182903.16","ZNF721","protein_coding"
"ENSG00000174227.17","PIGG","protein_coding"
"ENSG00000273238.3","TMEM271","protein_coding"
"ENSG00000133256.13","PDE6B","protein_coding"
"ENSG00000169020.11","ATP5ME","protein_coding"
"ENSG00000215375.8","MYL5","protein_coding"
"ENSG00000169026.14","SLC49A3","protein_coding"
"ENSG00000185619.20","PCGF3","protein_coding"
"ENSG00000168993.16","CPLX1","protein_coding"
"ENSG00000178950.19","GAK","protein_coding"
"ENSG00000127419.18","TMEM175","protein_coding"
"ENSG00000145214.15","DGKQ","protein_coding"
"ENSG00000145217.15","SLC26A1","protein_coding"
"ENSG00000127415.14","IDUA","protein_coding"
"ENSG00000127418.16","FGFRL1","protein_coding"
"ENSG00000178222.14","RNF212","protein_coding"
"ENSG00000159674.13","SPON2","protein_coding"
"ENSG00000159692.19","CTBP1","protein_coding"
"ENSG00000090316.17","MAEA","protein_coding"
"ENSG00000163945.20","UVSSA","protein_coding"
"ENSG00000235608.2","NKX1-1","protein_coding"
"ENSG00000174137.14","FAM53A","protein_coding"
"ENSG00000163950.14","SLBP","protein_coding"
"ENSG00000013810.22","TACC3","protein_coding"
"ENSG00000168936.13","TMEM129","protein_coding"
"ENSG00000068078.21","FGFR3","protein_coding"
"ENSG00000168924.16","LETM1","protein_coding"
"ENSG00000109685.20","NSD2","protein_coding"
"ENSG00000185049.17","NELFA","protein_coding"
"ENSG00000243449.9","NICOL1","protein_coding"
"ENSG00000185818.8","NAT8L","protein_coding"
"ENSG00000130997.16","POLN","protein_coding"
"ENSG00000290263.1","ENSG00000290263","protein_coding"
"ENSG00000214367.10","HAUS3","protein_coding"
"ENSG00000123933.18","MXD4","protein_coding"
"ENSG00000159733.14","ZFYVE28","protein_coding"
"ENSG00000206113.13","CFAP99","protein_coding"
"ENSG00000063978.18","RNF4","protein_coding"
"ENSG00000290180.1","ENSG00000290180","protein_coding"
"ENSG00000125386.17","FAM193A","protein_coding"
"ENSG00000168884.16","TNIP2","protein_coding"
"ENSG00000087266.19","SH3BP2","protein_coding"
"ENSG00000087274.20","ADD1","protein_coding"
"ENSG00000109736.16","MFSD10","protein_coding"
"ENSG00000087269.17","NOP14","protein_coding"
"ENSG00000125388.21","GRK4","protein_coding"
"ENSG00000197386.14","HTT","protein_coding"
"ENSG00000188981.11","MSANTD1","protein_coding"
"ENSG00000159788.21","RGS12","protein_coding"
"ENSG00000109758.10","HGFAC","protein_coding"
"ENSG00000175920.18","DOK7","protein_coding"
"ENSG00000163956.14","LRPAP1","protein_coding"
"ENSG00000184160.8","ADRA2C","protein_coding"
"ENSG00000163982.6","OTOP1","protein_coding"
"ENSG00000132406.13","TMEM128","protein_coding"
"ENSG00000145220.15","LYAR","protein_coding"
"ENSG00000168826.17","ZBTB49","protein_coding"
"ENSG00000168824.16","NSG1","protein_coding"
"ENSG00000168818.11","STX18","protein_coding"
"ENSG00000163132.8","MSX1","protein_coding"
"ENSG00000170891.12","CYTL1","protein_coding"
"ENSG00000152953.14","STK32B","protein_coding"
